time,temperature,humidity,pressure,light,moisture_1,moisture_2,moisture_3
2023-06-06 00:02:05,28.02,74.56,999.89,786.99,99.3,0,0
2023-06-06 00:07:05,28.02,74.62,1000.06,779.12,99.24,0,0
2023-06-06 00:12:05,28.03,74.18,1000.11,779.12,100.0,0,0
2023-06-06 00:17:05,28.03,74.06,999.98,776.46,99.38,0,0
2023-06-06 00:22:05,28.04,74.25,1000.02,777.35,100.0,0,0
2023-06-06 00:27:05,28.02,74.42,999.97,777.35,99.3,0,0
2023-06-06 00:32:05,28.04,74.49,999.85,776.8,99.61,0,0
2023-06-06 00:37:05,28.02,74.39,999.59,776.8,99.24,0,0
2023-06-06 00:42:05,28.02,74.59,999.46,776.8,99.69,0,0
2023-06-06 00:47:05,28.02,74.26,999.44,778.24,100.0,0,0
2023-06-06 00:52:05,28.01,74.55,999.52,776.46,99.84,0,0
2023-06-06 00:57:05,28.01,74.56,999.41,778.24,99.85,0,0
2023-06-06 01:02:05,28.02,74.63,999.48,782.34,99.77,0,0
2023-06-06 01:07:05,28.01,74.47,999.4,783.78,99.53,0,0
2023-06-06 01:12:05,28.01,74.26,999.41,787.55,99.77,0,0
2023-06-06 01:17:05,28.01,74.56,999.3,793.09,99.38,0,0
2023-06-06 01:22:05,27.96,73.53,999.21,797.19,99.39,0,0
2023-06-06 01:27:05,27.93,73.81,999.21,805.06,99.17,0,0
2023-06-06 01:32:05,27.93,73.97,999.15,805.06,99.45,0,0
2023-06-06 01:37:05,27.9,73.74,999.19,808.27,98.79,0,0
2023-06-06 01:42:05,27.88,73.36,999.08,809.16,99.02,0,0
2023-06-06 01:47:05,27.86,73.5,998.99,810.6,99.7,0,0
2023-06-06 01:52:05,27.85,73.65,998.97,812.04,99.62,0,0
2023-06-06 01:57:05,27.83,73.56,999.11,812.37,99.17,0,0
2023-06-06 02:02:05,27.83,73.48,999.16,812.93,99.61,0,0
2023-06-06 02:07:05,27.81,73.65,999.23,812.93,99.7,0,0
2023-06-06 02:12:05,27.8,73.04,999.41,812.93,99.69,0,0
2023-06-06 02:17:05,27.78,72.91,999.43,812.93,99.45,0,0
2023-06-06 02:22:05,27.76,73.06,999.55,812.93,99.62,0,0
2023-06-06 02:27:05,27.76,72.75,999.57,814.7,100.0,0,0
2023-06-06 02:32:05,27.74,73.0,999.48,812.93,100.0,0,0
2023-06-06 02:37:05,27.74,72.74,999.22,813.81,100.0,0,0
2023-06-06 02:42:05,27.72,72.48,999.02,814.7,100.0,0,0
2023-06-06 02:47:05,27.69,72.77,999.05,814.37,100.0,0,0
2023-06-06 02:52:05,27.71,72.44,999.07,812.93,100.0,0,0
2023-06-06 02:57:05,27.71,73.05,998.96,814.7,100.0,0,0
2023-06-06 03:02:05,27.72,72.68,998.89,813.81,100.0,0,0
2023-06-06 03:07:05,27.73,73.12,998.8,814.7,100.0,0,0
2023-06-06 03:12:05,27.73,72.32,998.77,813.81,100.0,0,0
2023-06-06 03:17:05,27.74,72.82,998.81,815.25,100.0,0,0
2023-06-06 03:22:05,27.73,73.01,998.66,813.81,100.0,0,0
2023-06-06 03:27:05,27.73,72.29,998.66,814.37,100.0,0,0
2023-06-06 03:32:05,27.7,72.15,998.7,815.25,100.0,0,0
2023-06-06 03:37:05,27.69,72.47,998.67,814.7,100.0,0,0
2023-06-06 03:42:05,27.68,71.93,998.48,815.25,100.0,0,0
2023-06-06 03:47:05,27.64,71.42,998.47,814.37,100.0,0,0
2023-06-06 03:52:05,27.62,71.35,998.42,816.14,100.0,0,0
2023-06-06 03:57:05,27.61,71.34,998.41,815.25,100.0,0,0
2023-06-06 04:02:05,27.61,71.23,998.27,816.14,100.0,0,0
2023-06-06 04:07:05,27.59,71.74,998.1,814.37,100.0,0,0
2023-06-06 04:12:05,27.6,71.25,998.07,816.14,100.0,0,0
2023-06-06 04:17:05,27.6,71.38,998.15,816.69,100.0,0,0
2023-06-06 04:22:05,27.6,71.43,998.26,817.58,100.0,0,0
