time,temperature,humidity,pressure,light,moisture_1,moisture_2,moisture_3
2023-06-05 00:02:05,28.2,73.42,1000.99,831.88,98.94,0,0
2023-06-05 00:07:05,28.19,73.86,1000.83,832.43,99.14,0,0
2023-06-05 00:12:05,28.19,73.66,1000.8,830.99,98.67,0,0
2023-06-05 00:17:05,28.18,74.07,1000.7,831.55,98.64,0,0
2023-06-05 00:22:05,28.18,73.68,1000.66,830.11,98.52,0,0
2023-06-05 00:27:05,28.17,73.7,1000.71,830.99,98.98,0,0
2023-06-05 00:32:05,28.17,74.21,1000.65,831.88,98.71,0,0
2023-06-05 00:37:05,28.16,73.9,1000.64,831.88,98.41,0,0
2023-06-05 00:42:05,28.16,73.74,1000.55,831.88,98.79,0,0
2023-06-05 00:47:05,28.16,73.14,1000.43,830.11,98.56,0,0
2023-06-05 00:52:05,28.16,74.02,1000.5,830.11,98.52,0,0
2023-06-05 00:57:05,28.17,73.49,1000.49,829.22,98.48,0,0
2023-06-05 01:02:05,28.15,73.8,1000.39,830.99,98.33,0,0
2023-06-05 01:07:05,28.15,74.09,1000.34,831.88,98.05,0,0
2023-06-05 01:12:05,28.14,73.93,1000.27,829.22,98.26,0,0
2023-06-05 01:17:05,28.14,73.58,1000.16,829.22,98.33,0,0
2023-06-05 01:22:05,28.15,73.77,999.93,829.22,98.41,0,0
2023-06-05 01:27:05,28.13,73.43,999.73,829.22,98.48,0,0
2023-06-05 01:32:05,28.12,73.61,999.64,830.11,98.48,0,0
2023-06-05 01:37:05,28.13,73.94,999.71,829.22,98.26,0,0
2023-06-05 01:42:05,28.12,73.7,999.68,830.99,98.18,0,0
2023-06-05 01:47:05,28.12,73.55,999.65,830.11,97.8,0,0
2023-06-05 01:52:05,28.11,73.76,999.7,830.11,97.73,0,0
2023-06-05 01:57:05,28.12,73.81,999.75,830.99,97.89,0,0
2023-06-05 02:02:05,28.11,73.48,999.58,830.11,97.8,0,0
2023-06-05 02:07:05,28.09,73.86,999.56,830.11,97.95,0,0
