time,temperature,humidity,pressure,light,moisture_1,moisture_2,moisture_3
2023-05-29 00:01:05,19.65,84.85,997.55,0.0,100.0,8.78,0.0
2023-05-29 00:06:05,19.67,85.28,997.57,0.0,100.0,8.72,0.0
2023-05-29 00:11:05,19.66,85.69,997.55,0.0,100.0,8.74,0.0
2023-05-29 00:16:05,19.7,79.15,997.47,0.0,100.0,8.66,0.0
2023-05-29 00:21:05,19.67,81.29,997.34,0.0,100.0,8.51,0.0
2023-05-29 00:26:05,19.69,80.81,997.3,0.0,100.0,8.5,0.0
2023-05-29 00:31:05,19.71,75.01,997.24,0.0,100.0,8.35,0.0
2023-05-29 00:36:05,19.74,77.0,997.19,0.0,100.0,8.24,0.0
2023-05-29 00:41:05,19.68,78.96,997.26,0.0,100.0,8.21,0.0
2023-05-29 00:46:05,19.64,79.64,997.27,0.0,100.0,8.21,0.0
2023-05-29 00:51:05,19.61,79.98,997.32,0.0,100.0,8.24,0.0
2023-05-29 00:56:05,19.62,83.94,997.25,0.0,100.0,8.27,0.0
2023-05-29 01:01:05,19.55,82.4,997.24,0.0,100.0,8.3,0.0
2023-05-29 01:06:05,19.52,81.05,997.3,0.0,100.0,8.29,0.0
2023-05-29 01:11:05,19.48,81.91,997.26,0.0,100.0,8.3,0.0
2023-05-29 01:16:05,19.51,81.92,997.26,0.0,100.0,8.32,0.0
2023-05-29 01:21:05,19.45,81.68,997.3,0.0,100.0,8.32,0.0
2023-05-29 01:26:05,19.41,81.32,997.25,0.0,100.0,8.3,0.0
2023-05-29 01:31:05,19.36,82.78,997.27,0.0,100.0,8.32,0.0
2023-05-29 01:36:05,19.4,81.42,997.33,0.0,100.0,8.29,0.0
2023-05-29 01:41:05,19.38,80.95,997.26,0.0,100.0,8.26,0.0
2023-05-29 01:46:05,19.42,81.76,997.35,0.0,100.0,8.26,0.0
2023-05-29 01:51:05,19.44,80.49,997.37,0.0,100.0,8.26,0.0
2023-05-29 01:56:05,19.46,80.33,997.35,0.0,100.0,8.24,0.0
2023-05-29 02:01:05,19.44,81.07,997.34,0.0,100.0,8.24,0.0
2023-05-29 02:06:05,19.41,76.9,997.35,0.0,100.0,8.12,0.0
2023-05-29 02:11:05,19.34,76.8,997.36,0.0,100.0,8.06,0.0
2023-05-29 02:16:05,19.27,77.99,997.33,0.0,100.0,8.0,0.0
2023-05-29 02:21:05,19.11,81.72,997.31,0.0,100.0,8.12,0.0
2023-05-29 02:26:05,19.04,82.86,997.35,0.0,100.0,8.24,0.0
2023-05-29 02:31:05,18.96,85.29,997.29,0.0,100.0,8.33,0.0
2023-05-29 02:36:05,19.01,86.95,997.33,0.0,100.0,8.42,0.0
2023-05-29 02:41:05,18.99,88.55,997.24,0.0,100.0,8.54,0.0
2023-05-29 02:46:05,18.92,89.36,997.22,0.0,100.0,8.65,0.0
2023-05-29 02:51:05,18.9,89.8,997.2,0.0,100.0,8.69,0.0
2023-05-29 02:56:05,18.88,90.22,997.2,0.0,100.0,8.76,0.0
2023-05-29 03:01:05,18.85,90.44,997.26,0.0,100.0,8.78,0.0
2023-05-29 03:06:05,18.83,90.83,997.26,0.0,100.0,8.87,0.0
2023-05-29 03:11:05,18.77,90.49,997.22,0.0,100.0,8.9,0.0
2023-05-29 03:16:05,18.75,91.1,997.2,0.89,100.0,8.93,0.0
2023-05-29 03:21:05,18.75,91.36,997.18,0.0,100.0,8.96,0.0
2023-05-29 03:26:05,18.72,90.77,997.04,2.32,100.0,8.99,0.0
2023-05-29 03:31:05,18.7,91.08,997.03,4.83,100.0,9.01,0.0
2023-05-29 03:36:05,18.67,91.12,997.07,9.85,100.0,9.02,0.0
2023-05-29 03:41:05,18.6,90.6,997.03,24.16,100.0,9.04,0.0
2023-05-29 03:46:05,18.58,90.93,997.03,41.72,100.0,9.02,0.0
2023-05-29 03:51:05,18.62,90.74,997.01,73.03,100.0,9.05,0.0
2023-05-29 03:56:05,18.66,90.75,996.89,120.24,100.0,9.07,0.0
2023-05-29 04:01:05,18.72,90.99,996.97,178.1,100.0,9.11,0.0
2023-05-29 04:06:05,18.76,90.81,997.01,258.26,100.0,9.13,0.0
2023-05-29 04:11:05,18.83,90.28,997.02,345.66,100.0,9.16,0.0
2023-05-29 04:16:05,18.87,90.01,997.07,448.64,100.0,9.16,0.0
2023-05-29 04:21:05,18.94,90.07,997.05,550.7,100.0,9.17,0.0
2023-05-29 04:26:05,19.01,89.43,997.09,651.36,100.0,9.19,0.0
2023-05-29 04:31:05,19.11,89.65,997.09,755.11,100.0,9.19,0.0
2023-05-29 04:36:05,19.24,88.71,997.11,868.49,100.0,9.19,0.0
2023-05-29 04:41:05,19.4,88.42,997.17,996.68,100.0,9.22,0.0
2023-05-29 04:46:05,19.58,88.1,997.11,1113.92,100.0,9.19,0.0
2023-05-29 04:51:05,19.75,87.63,997.16,1235.69,100.0,9.22,0.0
