time,temperature,humidity,pressure,light,moisture_1,moisture_2,moisture_3
2023-05-28 00:04:05,26.81,80.31,997.99,1162.05,86.94,70.55,37.77
2023-05-28 00:09:05,26.8,78.94,998.0,1158.5,87.0,70.61,37.81
2023-05-28 00:14:05,26.83,81.54,997.99,1159.39,87.0,70.62,37.77
2023-05-28 00:19:05,26.83,78.9,997.95,1157.95,87.01,70.55,37.81
2023-05-28 00:24:05,26.8,78.71,997.92,1148.64,87.14,70.61,37.95
2023-05-28 00:29:05,26.81,79.22,997.87,1155.29,87.29,70.69,37.9
2023-05-28 00:34:05,26.8,80.4,997.91,1083.58,87.36,70.73,38.08
2023-05-28 00:39:05,26.84,80.45,997.81,1048.0,87.29,70.67,37.86
2023-05-28 00:44:05,26.82,80.78,997.83,1038.69,87.43,70.81,38.08
2023-05-28 00:49:05,26.81,79.24,997.72,1038.69,87.43,70.75,38.04
2023-05-28 00:54:05,26.8,80.48,997.66,1038.69,87.5,70.81,38.04
2023-05-28 00:59:05,26.79,80.59,997.68,1038.69,87.57,70.87,38.12
2023-05-28 01:04:05,26.78,79.46,997.62,1038.69,87.5,70.81,38.08
2023-05-28 01:09:05,26.79,80.05,997.57,1038.69,87.5,70.85,38.12
2023-05-28 01:14:05,26.8,79.61,997.62,1038.69,87.86,71.06,38.48
2023-05-28 01:19:05,26.81,80.31,997.67,1038.69,87.5,70.94,38.79
2023-05-28 01:24:05,26.78,79.7,997.71,1032.48,87.36,71.06,38.75
2023-05-28 01:29:05,26.78,80.48,997.62,1030.49,87.08,71.25,38.86
2023-05-28 01:34:05,26.79,81.41,997.62,1031.6,87.22,71.25,38.77
2023-05-28 01:39:05,26.77,79.83,997.53,1054.1,87.0,71.38,38.44
2023-05-28 01:44:05,26.79,81.93,997.54,1092.34,86.94,71.5,38.39
2023-05-28 01:49:05,26.78,80.71,997.58,1106.08,87.0,71.63,38.39
2023-05-28 01:54:05,26.8,81.46,997.51,1057.31,87.0,71.63,38.44
2023-05-28 01:59:05,26.8,80.57,997.49,1047.67,87.07,71.63,38.39
2023-05-28 02:04:05,26.81,82.11,997.45,1062.3,87.07,71.69,38.39
2023-05-28 02:09:05,26.79,81.0,997.47,1071.94,87.15,71.69,38.48
2023-05-28 02:14:05,26.82,80.94,997.47,1067.84,87.07,71.94,38.41
2023-05-28 02:19:05,26.83,81.41,997.4,1060.75,87.22,71.81,38.48
2023-05-28 02:24:05,26.82,81.58,997.45,1045.34,87.22,71.81,38.41
2023-05-28 02:29:05,26.85,80.49,997.42,1038.36,87.29,71.89,38.45
2023-05-28 02:34:05,26.82,81.28,997.44,1041.57,87.36,71.81,38.39
2023-05-28 02:39:05,26.83,80.67,997.51,1052.66,87.36,71.81,38.44
