time,temperature,humidity,pressure,light,moisture_1,moisture_2,moisture_3
2023-06-01 00:02:05,20.23,89.8,999.2,0.0,0.0,0,0
2023-06-01 00:07:05,20.2,89.56,999.18,0.0,0.0,0,0
2023-06-01 00:12:05,20.16,90.61,999.12,0.0,0.0,0,0
2023-06-01 00:17:05,20.13,90.2,999.14,0.0,0.0,0,0
2023-06-01 00:22:05,20.17,90.65,999.11,0.0,0.0,0,0
2023-06-01 00:27:05,20.13,90.46,999.01,0.0,0.0,0,0
2023-06-01 00:32:05,20.11,90.59,998.98,0.0,0.0,0,0
2023-06-01 00:37:05,20.07,90.83,998.98,0.0,0.0,0,0
2023-06-01 00:42:05,20.12,90.56,998.94,0.0,0.0,0,0
2023-06-01 00:47:05,20.13,90.45,998.93,0.0,0.0,0,0
2023-06-01 00:52:05,20.08,90.26,998.96,0.0,0.0,0,0
2023-06-01 00:57:05,20.08,90.47,998.87,0.0,0.0,0,0
2023-06-01 01:02:05,20.05,90.48,998.83,0.0,0.0,0,0
2023-06-01 01:07:05,20.03,91.12,998.79,0.0,0.0,0,0
2023-06-01 01:12:05,20.04,90.68,998.75,0.0,0.0,0,0
2023-06-01 01:17:05,19.99,90.32,998.71,0.0,0.0,0,0
2023-06-01 01:22:05,19.94,90.62,998.7,0.0,0.0,0,0
2023-06-01 01:27:05,19.9,91.21,998.75,0.0,0.0,0,0
2023-06-01 01:32:05,19.9,90.53,998.73,0.0,0.0,0,0
2023-06-01 01:37:05,19.84,90.3,998.79,0.0,0.0,0,0
2023-06-01 01:42:05,19.8,90.96,998.69,0.0,0.0,0,0
2023-06-01 01:47:05,19.85,90.7,998.74,0.0,0.0,0,0
2023-06-01 01:52:05,19.92,91.34,998.8,0.0,0.0,0,0
2023-06-01 01:57:05,19.93,90.36,998.74,0.0,0.0,0,0
2023-06-01 02:02:05,20.01,90.31,998.72,0.0,0.0,0,0
2023-06-01 02:07:05,19.98,90.36,998.79,0.0,0.0,0,0
2023-06-01 02:12:05,19.96,90.93,998.78,0.0,0.0,0,0
2023-06-01 02:17:05,20.06,90.4,998.75,0.0,0.0,0,0
2023-06-01 02:22:05,20.02,89.64,998.78,0.0,0.0,0,0
2023-06-01 02:27:05,19.85,90.42,998.71,0.0,0.0,0,0
2023-06-01 02:32:05,19.81,90.04,998.69,0.0,0.0,0,0
2023-06-01 02:37:05,19.77,90.36,998.69,0.0,0.0,0,0
2023-06-01 02:42:05,19.76,91.16,998.79,0.0,0.0,0,0
2023-06-01 02:47:05,19.71,90.23,998.79,0.0,0.0,0,0
2023-06-01 02:52:05,19.64,90.54,998.82,0.0,0.0,0,0
2023-06-01 02:57:05,19.66,90.88,998.91,0.0,0.0,0,0
2023-06-01 03:02:05,19.62,91.35,998.93,0.0,0.0,0,0
2023-06-01 03:07:05,19.59,91.12,998.98,0.0,0.0,0,0
2023-06-01 03:12:05,19.58,90.69,999.0,0.0,0.0,0,0
2023-06-01 03:17:05,19.53,91.31,999.06,0.89,0.0,0,0
2023-06-01 03:22:05,19.48,90.86,999.11,0.0,0.0,0,0
2023-06-01 03:27:05,19.53,91.55,999.05,0.41,0.0,0,0
2023-06-01 03:32:05,19.5,92.05,999.09,3.67,0.0,0,0
2023-06-01 03:37:05,19.55,92.54,999.08,8.5,0.0,0,0
2023-06-01 03:42:05,19.56,91.94,999.06,16.82,0.0,0,0
2023-06-01 03:47:05,19.65,92.13,999.09,30.39,0.0,0,0
2023-06-01 03:52:05,19.69,92.53,999.12,43.17,0.0,0,0
2023-06-01 03:57:05,19.79,91.95,999.18,57.43,0.0,0,0
2023-06-01 04:02:05,19.81,91.51,999.18,93.32,0.0,0,0
2023-06-01 04:07:05,19.85,91.37,999.22,127.56,0.0,0,0
2023-06-01 04:12:05,19.88,91.63,999.32,175.81,0.0,0,0
2023-06-01 04:17:05,19.92,91.15,999.3,213.54,0.0,0,0
2023-06-01 04:22:05,20.08,90.65,999.34,280.67,0.0,0,0
2023-06-01 04:27:05,20.3,89.28,999.35,380.15,0.0,0,0
2023-06-01 04:32:05,20.45,89.41,999.37,416.28,0.0,0,0
2023-06-01 04:37:05,20.44,88.9,999.37,444.32,0.0,0,0
2023-06-01 04:42:05,20.41,88.14,999.37,476.07,0.0,0,0
2023-06-01 04:47:05,20.86,88.2,999.38,580.1,0.0,0,0
2023-06-01 04:52:05,21.01,86.58,999.37,626.23,0.0,0,0
2023-06-01 04:57:05,21.26,85.51,999.39,709.71,0.0,0,0
2023-06-01 05:02:05,21.32,84.7,999.46,1124.43,0.0,0,0
2023-06-01 05:07:05,21.82,84.37,999.45,966.57,0.0,0,0
2023-06-01 05:12:05,22.02,82.4,999.5,1112.22,0.0,0,0
2023-06-01 05:17:05,22.52,78.66,999.5,1463.01,0.0,0,0
2023-06-01 05:22:05,24.07,72.16,999.55,1819.36,0.0,0,0
2023-06-01 05:27:05,24.79,83.03,999.64,4.83,81.49,0,0
2023-06-01 05:32:05,25.09,83.48,999.77,2.32,81.69,0,0
2023-06-01 05:37:05,25.42,83.36,999.78,0.47,82.85,0,0
2023-06-01 05:42:05,25.42,84.8,999.89,1.35,78.03,0,0
2023-06-01 05:47:05,26.37,76.76,999.94,4.83,84.12,0,0
2023-06-01 05:52:05,26.97,79.22,1000.02,1.72,82.57,0,0
2023-06-01 05:57:05,27.38,77.64,1000.07,0.89,83.65,0,0
2023-06-01 06:02:05,27.52,73.45,1000.11,1.35,85.28,0,0
2023-06-01 06:07:05,27.68,76.73,1000.14,1.66,84.65,0,0
2023-06-01 06:12:05,27.41,80.08,1000.1,0.47,81.35,0,0
2023-06-01 06:17:05,27.99,74.87,1000.07,4.83,84.24,0,0
2023-06-01 06:22:05,27.87,78.97,1000.11,1.66,81.89,0,0
2023-06-01 06:27:05,27.93,76.8,1000.09,1.16,83.96,0,0
2023-06-01 06:32:05,27.22,78.46,1000.12,2.01,82.7,0,0
2023-06-01 06:37:05,27.62,73.77,1000.22,1.35,85.83,0,0
2023-06-01 06:42:05,29.72,59.3,1000.29,2.84,87.0,0,0
2023-06-01 06:47:05,29.96,68.37,1000.38,0.83,88.0,0,0
2023-06-01 06:52:05,29.96,62.18,1000.4,5.57,87.71,0,0
2023-06-01 06:57:05,30.61,61.69,1000.46,2.9,87.14,0,0
2023-06-01 07:02:05,31.16,57.21,1000.43,2.43,87.29,0,0
2023-06-01 07:07:05,31.0,60.88,1000.46,1.53,87.36,0,0
2023-06-01 07:12:05,31.41,62.22,1000.47,3.43,86.67,0,0
2023-06-01 07:17:05,31.9,57.49,1000.46,2.49,88.29,0,0
